,img,type,path
548,34.013877_-118.402038_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.013877_-118.402038_19_600x600.png
549,34.016446_-96.149143_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.016446_-96.149143_19_600x600.png
550,34.025444_-118.470848_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.025444_-118.470848_19_600x600.png
551,34.027084_-118.238739_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.027084_-118.238739_19_600x600.png
552,34.027186_-117.895139_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.027186_-117.895139_19_600x600.png
553,34.028526_-117.592775_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.028526_-117.592775_19_600x600.png
554,34.031040_-95.556198_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.031040_-95.556198_19_600x600.png
555,34.031616_-98.924379_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.031616_-98.924379_19_600x600.png
556,34.031985_-118.445696_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.031985_-118.445696_19_600x600.png
557,34.032490_-118.125435_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.032490_-118.125435_19_600x600.png
558,34.032866_-118.335215_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.032866_-118.335215_19_600x600.png
559,34.033107_-118.184231_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.033107_-118.184231_19_600x600.png
560,34.034027_-84.605340_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.034027_-84.605340_19_600x600.png
561,34.034202_-117.034211_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.034202_-117.034211_19_600x600.png
562,34.036369_-118.477420_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.036369_-118.477420_19_600x600.png
563,34.036403_-118.477470_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.036403_-118.477470_19_600x600.png
564,34.037418_-94.739168_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.037418_-94.739168_19_600x600.png
565,34.038893_-118.554795_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.038893_-118.554795_19_600x600.png
566,34.042299_-118.424666_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.042299_-118.424666_19_600x600.png
567,34.042803_-118.219286_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.042803_-118.219286_19_600x600.png
568,34.042804_-118.219261_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.042804_-118.219261_19_600x600.png
569,34.046329_-118.345642_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.046329_-118.345642_19_600x600.png
570,34.047520_-118.291875_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.047520_-118.291875_19_600x600.png
571,34.048261_-118.527188_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.048261_-118.527188_19_600x600.png
572,34.055553_-118.389595_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.055553_-118.389595_19_600x600.png
573,34.055780_-117.732243_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.055780_-117.732243_19_600x600.png
574,34.057497_-117.180035_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.057497_-117.180035_19_600x600.png
575,34.057655_-117.180061_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.057655_-117.180061_19_600x600.png
576,34.062644_-117.488494_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.062644_-117.488494_19_600x600.png
577,34.062685_-118.046606_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.062685_-118.046606_19_600x600.png
578,34.062849_-117.746234_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.062849_-117.746234_19_600x600.png
579,34.062855_-117.746208_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.062855_-117.746208_19_600x600.png
580,34.062983_-117.260965_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.062983_-117.260965_19_600x600.png
581,34.063103_-117.611686_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.063103_-117.611686_19_600x600.png
582,34.067445_-117.752191_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.067445_-117.752191_19_600x600.png
583,34.068016_-118.041847_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.068016_-118.041847_19_600x600.png
584,34.069515_-118.122558_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.069515_-118.122558_19_600x600.png
585,34.069873_-117.138570_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.069873_-117.138570_19_600x600.png
586,34.069926_-117.435216_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.069926_-117.435216_19_600x600.png
587,34.070036_-117.454153_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.070036_-117.454153_19_600x600.png
588,34.070757_-117.208048_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.070757_-117.208048_19_600x600.png
589,34.072200_-117.556991_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.072200_-117.556991_19_600x600.png
590,34.073547_-117.872894_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.073547_-117.872894_19_600x600.png
591,34.073610_-117.872741_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.073610_-117.872741_19_600x600.png
592,34.075200_-117.908110_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.075200_-117.908110_19_600x600.png
593,34.075591_-117.719565_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.075591_-117.719565_19_600x600.png
594,34.076095_-118.311761_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.076095_-118.311761_19_600x600.png
595,34.076550_-118.291638_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.076550_-118.291638_19_600x600.png
596,34.077018_-118.046867_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.077018_-118.046867_19_600x600.png
597,34.077039_-118.046992_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.077039_-118.046992_19_600x600.png
598,34.078593_-117.881017_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.078593_-117.881017_19_600x600.png
599,34.079116_-118.134828_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.079116_-118.134828_19_600x600.png
600,34.079800_-117.294586_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.079800_-117.294586_19_600x600.png
601,34.081794_-117.670532_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.081794_-117.670532_19_600x600.png
602,34.083500_-118.323677_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.083500_-118.323677_19_600x600.png
603,34.085926_-118.122749_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.085926_-118.122749_19_600x600.png
604,34.086755_-117.908119_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.086755_-117.908119_19_600x600.png
605,34.087463_-81.180664_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.087463_-81.180664_19_600x600.png
606,34.090496_-118.164293_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.090496_-118.164293_19_600x600.png
607,34.095099_-82.921456_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.095099_-82.921456_19_600x600.png
608,34.095230_-118.291419_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.095230_-118.291419_19_600x600.png
609,34.096369_-83.673071_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.096369_-83.673071_19_600x600.png
610,34.099596_-117.453982_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.099596_-117.453982_19_600x600.png
611,34.105529_-118.321556_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.105529_-118.321556_19_600x600.png
612,34.106296_-118.065627_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.106296_-118.065627_19_600x600.png
613,34.106822_-118.272673_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.106822_-118.272673_19_600x600.png
614,34.106899_-117.545021_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.106899_-117.545021_19_600x600.png
615,34.107095_-117.898605_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.107095_-117.898605_19_600x600.png
616,34.109646_-118.014457_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.109646_-118.014457_19_600x600.png
617,34.118953_-117.783088_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.118953_-117.783088_19_600x600.png
618,34.121293_-93.056912_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.121293_-93.056912_19_600x600.png
619,34.121765_-117.872394_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.121765_-117.872394_19_600x600.png
620,34.121968_-117.592997_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.121968_-117.592997_19_600x600.png
621,34.123898_-116.414689_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.123898_-116.414689_19_600x600.png
622,34.127730_-118.146875_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.127730_-118.146875_19_600x600.png
623,34.135169_-116.312756_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.135169_-116.312756_19_600x600.png
624,34.146575_-117.294471_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.146575_-117.294471_19_600x600.png
625,34.148404_-118.246060_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.148404_-118.246060_19_600x600.png
626,34.150578_-118.031916_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.150578_-118.031916_19_600x600.png
627,34.152124_-118.369831_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.152124_-118.369831_19_600x600.png
628,34.152299_-118.652370_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.152299_-118.652370_19_600x600.png
629,34.154026_-118.469352_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.154026_-118.469352_19_600x600.png
630,34.155159_-118.337334_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.155159_-118.337334_19_600x600.png
631,34.159146_-118.239889_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.159146_-118.239889_19_600x600.png
632,34.167951_-118.617344_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.167951_-118.617344_19_600x600.png
633,34.168689_-118.536537_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.168689_-118.536537_19_600x600.png
634,34.168717_-118.836032_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.168717_-118.836032_19_600x600.png
635,34.172385_-118.536528_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.172385_-118.536528_19_600x600.png
636,34.175281_-118.349590_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.175281_-118.349590_19_600x600.png
637,34.175471_-118.876385_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.175471_-118.876385_19_600x600.png
638,34.179401_-118.622989_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.179401_-118.622989_19_600x600.png
639,34.179454_-118.622955_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.179454_-118.622955_19_600x600.png
640,34.184849_-97.123675_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.184849_-97.123675_19_600x600.png
641,34.186226_-118.316544_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.186226_-118.316544_19_600x600.png
642,34.186267_-118.316487_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.186267_-118.316487_19_600x600.png
643,34.186384_-118.643159_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.186384_-118.643159_19_600x600.png
644,34.187065_-97.160187_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.187065_-97.160187_19_600x600.png
645,34.187171_-97.160196_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.187171_-97.160196_19_600x600.png
646,34.188346_-118.940315_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.188346_-118.940315_19_600x600.png
647,34.192097_-88.720174_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.192097_-88.720174_19_600x600.png
648,34.193690_-118.510242_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.193690_-118.510242_19_600x600.png
649,34.193748_-118.605911_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.193748_-118.605911_19_600x600.png
650,34.193835_-118.571258_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.193835_-118.571258_19_600x600.png
651,34.194530_-118.606292_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.194530_-118.606292_19_600x600.png
652,34.194580_-118.606209_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.194580_-118.606209_19_600x600.png
653,34.197201_-79.705682_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.197201_-79.705682_19_600x600.png
654,34.197830_-118.396149_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.197830_-118.396149_19_600x600.png
655,34.200343_-79.786326_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.200343_-79.786326_19_600x600.png
656,34.209214_-118.211375_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.209214_-118.211375_19_600x600.png
657,34.220230_-118.588203_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.220230_-118.588203_19_600x600.png
658,34.221697_-118.467373_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.221697_-118.467373_19_600x600.png
659,34.222023_-118.432412_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.222023_-118.432412_19_600x600.png
660,34.228179_-118.502227_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.228179_-118.502227_19_600x600.png
661,34.229992_-118.366075_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.229992_-118.366075_19_600x600.png
662,34.230064_-118.366111_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.230064_-118.366111_19_600x600.png
663,34.235104_-118.527008_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.235104_-118.527008_19_600x600.png
664,34.248242_-118.286153_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.248242_-118.286153_19_600x600.png
665,34.250572_-83.972458_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.250572_-83.972458_19_600x600.png
666,34.252862_-88.965998_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.252862_-88.965998_19_600x600.png
667,34.255704_-111.322803_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.255704_-111.322803_19_600x600.png
668,34.271366_-118.787216_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.271366_-118.787216_19_600x600.png
669,34.271462_-118.743342_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.271462_-118.743342_19_600x600.png
670,34.271787_-118.501891_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.271787_-118.501891_19_600x600.png
671,34.284645_-114.134117_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.284645_-114.134117_19_600x600.png
672,34.285213_-118.874374_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.285213_-118.874374_19_600x600.png
673,34.285326_-118.874357_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.285326_-118.874357_19_600x600.png
674,34.291481_-119.157486_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.291481_-119.157486_19_600x600.png
675,34.298476_-118.420030_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.298476_-118.420030_19_600x600.png
676,34.311032_-92.413717_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.311032_-92.413717_19_600x600.png
677,34.316372_-93.170412_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.316372_-93.170412_19_600x600.png
678,34.349981_-112.160343_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.349981_-112.160343_19_600x600.png
679,34.361356_-119.041117_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.361356_-119.041117_19_600x600.png
680,34.363587_-92.807049_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.363587_-92.807049_19_600x600.png
681,34.370136_-98.409578_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.370136_-98.409578_19_600x600.png
682,34.370776_-103.196114_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.370776_-103.196114_19_600x600.png
683,34.388278_-103.045806_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.388278_-103.045806_19_600x600.png
684,34.418867_-103.196466_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.418867_-103.196466_19_600x600.png
685,34.421864_-119.640236_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.421864_-119.640236_19_600x600.png
686,34.422882_-118.540353_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.422882_-118.540353_19_600x600.png
687,34.424803_-100.201074_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.424803_-100.201074_19_600x600.png
688,34.426034_-117.572241_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.426034_-117.572241_19_600x600.png
689,34.426560_-118.424019_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.426560_-118.424019_19_600x600.png
690,34.441942_-119.830909_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.441942_-119.830909_19_600x600.png
691,34.442472_-116.948494_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.442472_-116.948494_19_600x600.png
692,34.465610_-85.268723_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.465610_-85.268723_19_600x600.png
693,34.493000_-93.083000_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.493000_-93.083000_19_600x600.png
694,34.493382_-118.199384_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.493382_-118.199384_19_600x600.png
695,34.502826_-97.125422_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.502826_-97.125422_19_600x600.png
696,34.503934_-93.047687_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.503934_-93.047687_19_600x600.png
697,34.506172_-96.993064_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.506172_-96.993064_19_600x600.png
698,34.507156_-97.176919_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.507156_-97.176919_19_600x600.png
699,34.509784_-91.557388_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.509784_-91.557388_19_600x600.png
700,34.536836_-96.218210_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.536836_-96.218210_19_600x600.png
701,34.543467_-101.776240_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.543467_-101.776240_19_600x600.png
702,34.553382_-93.629717_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.553382_-93.629717_19_600x600.png
703,34.554431_-90.714841_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.554431_-90.714841_19_600x600.png
704,34.556566_-117.288937_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.556566_-117.288937_19_600x600.png
705,34.557330_-92.577551_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.557330_-92.577551_19_600x600.png
706,34.575180_-111.839378_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.575180_-111.839378_19_600x600.png
707,34.588841_-87.424892_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.588841_-87.424892_19_600x600.png
708,34.594052_-98.456786_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.594052_-98.456786_19_600x600.png
709,34.599134_-112.456351_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.599134_-112.456351_19_600x600.png
710,34.608640_-98.425829_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.608640_-98.425829_19_600x600.png
711,34.611513_-92.319423_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.611513_-92.319423_19_600x600.png
712,34.623335_-98.435137_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.623335_-98.435137_19_600x600.png
713,34.623785_-98.447466_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.623785_-98.447466_19_600x600.png
714,34.635951_-98.422668_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.635951_-98.422668_19_600x600.png
715,34.640900_-111.816506_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.640900_-111.816506_19_600x600.png
716,34.641645_-106.780279_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.641645_-106.780279_19_600x600.png
717,34.644924_-78.999519_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.644924_-78.999519_19_600x600.png
718,34.652641_-118.218267_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.652641_-118.218267_19_600x600.png
719,34.653739_-92.305335_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.653739_-92.305335_19_600x600.png
720,34.653899_-92.305535_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.653899_-92.305535_19_600x600.png
721,34.661258_-99.334013_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.661258_-99.334013_19_600x600.png
722,34.675848_-92.343598_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.675848_-92.343598_19_600x600.png
723,34.685322_-86.734434_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.685322_-86.734434_19_600x600.png
724,34.689782_-118.135919_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.689782_-118.135919_19_600x600.png
725,34.705886_-86.592013_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.705886_-86.592013_19_600x600.png
726,34.714055_-92.223727_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.714055_-92.223727_19_600x600.png
727,34.720948_-95.899155_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.720948_-95.899155_19_600x600.png
728,34.727922_-84.508962_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.727922_-84.508962_19_600x600.png
729,34.737412_-97.225866_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.737412_-97.225866_19_600x600.png
730,34.739560_-92.263707_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.739560_-92.263707_19_600x600.png
731,34.757805_-92.214979_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.757805_-92.214979_19_600x600.png
732,34.759029_-96.662098_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.759029_-96.662098_19_600x600.png
733,34.781277_-96.633917_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.781277_-96.633917_19_600x600.png
734,34.796675_-96.962628_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.796675_-96.962628_19_600x600.png
735,34.796709_-118.853173_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.796709_-118.853173_19_600x600.png
736,34.815220_-106.766147_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.815220_-106.766147_19_600x600.png
737,34.821907_-102.405408_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.821907_-102.405408_19_600x600.png
738,34.826310_-97.307700_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.826310_-97.307700_19_600x600.png
739,34.829278_-102.369602_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.829278_-102.369602_19_600x600.png
740,34.848726_-92.044443_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.848726_-92.044443_19_600x600.png
741,34.848906_-92.044682_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.848906_-92.044682_19_600x600.png
742,34.852190_-117.083074_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.852190_-117.083074_19_600x600.png
743,34.854624_-95.582437_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.854624_-95.582437_19_600x600.png
744,34.856142_-100.211972_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/34.856142_-100.211972_19_600x600.png
